,source,album,artist,date,review,score
149,Uncut,sad-hunk,bahamas,"Oct 16, 2020","
                                songs divorce disillusionment middleaged spread combine vintage singersongwriter styles languidly funky scribbles guitar dec  p
                            ",7.0
150,American Songwriter,sad-hunk,bahamas,"Oct  9, 2020","
                                it’s supple set songs that’s engaging agreeable
                            ",7.0
151,Exclaim,sad-hunk,bahamas,"Oct  9, 2020","
                                sad hunk captures bands lively chemistry proving five albums jurvanen company still finding ways make something new old refrain
                            ",7.0
152,Mojo,sad-hunk,bahamas,"Oct  9, 2020","
                                theres paul simon acuity jones look living beyond means going bust free wisdom world steps right line feedbacky hendrixstyle howl resolves mellow catharsis nov  p
                            ",6.0
153,PopMatters,long-in-the-tooth,the-budos-band,"Oct  9, 2020","
                                daptone records roguish staples enviable career sense style keeps giving long tooth ingenuity vibrant continuation that
                            ",8.0
154,Mojo,long-in-the-tooth,the-budos-band,"Oct  9, 2020","
                                across  instrumentals totally entrancing journey grooves saturated horn swells eerie organ badtrip backwards guitars drum breaks ready sampling nov  p
                            ",8.0
155,AllMusic,long-in-the-tooth,the-budos-band,"Oct  9, 2020","
                                long tooth easily complex album budos bands catalog succeeds refuse graft many extras sonic stylistic approach music retains bands core strength  incessantly rely deep hardswinging intensely delivered grooves matter material
                            ",8.0
156,Dusted Magazine,long-in-the-tooth,the-budos-band,"Oct  9, 2020","
                                long tooth offers less expect high level band never sounded tighter collaborative sure itself
                            ",8.0
157,Glide Magazine,long-in-the-tooth,the-budos-band,"Oct  9, 2020","
                                hip afrofunk long tooth budos band continues pump infectious horn drenched jams
                            ",8.0
158,Paste Magazine,moveys,slow-pulp,"Oct  9, 2020","
                                common songs confidence band leaned trouble grown stronger learning better work together making hardwon creative chemistry
                            ",8.1
159,The Line of Best Fit,moveys,slow-pulp,"Oct  9, 2020","
                                flowing effortlessly melodious vocals blistering guitars reflecting past feelings accepting new eventualities majority album feels weightless
                            ",8.0
160,Beats Per Minute,moveys,slow-pulp,"Oct 14, 2020","
                                lyrics though straightforward times come place genuineness vulnerability 
                            ",7.3
161,musicOMH.com,moveys,slow-pulp,"Oct  9, 2020","
                                there’s little time get bored there’s distinct feeling much would overkill half hour it’s perfect may painful journey hellish events every turn moveys part heavenly
                            ",7.0
162,AllMusic,moveys,slow-pulp,"Oct  9, 2020","
                                much moveys sticks swaying midrange tempos pick pace halfway though song hangs wellestablished hazy ruminative demeanor later ambling montana incorporates slide guitar harmonica without leaving sighing worldweary state 
                            ",7.0
163,Pitchfork,pleased-to-meet-me-deluxe-edition,the-replacements,"Oct 15, 2020","
                                every replacements record extraordinary way none exemplifies garbagetograndeur alchemy like pleased meet rocks like early kinks swaggers like rex pays tribute spiritual godfather alex chilton 
                            ",9.3
164,Uncut,pleased-to-meet-me-deluxe-edition,the-replacements,"Oct  9, 2020","
                                arguably replacements album best balances tension snotty punk rockers began crossover success terrified becoming  included demos mixes find favour adherents rougher readier replacements around struggling whether notblossom something bigger nov  p
                            ",9.0
